0.162,1.58678
0.1635,1.59903
0.165,1.61122
0.1665,1.62335
0.168,1.63541
0.1695,1.64741
0.171,1.65935
0.1725,1.67123
0.174,1.68304
0.1755,1.69479
0.177,1.70647
0.1785,1.71809
0.18,1.72964
0.1815,1.74113
0.183,1.75255
0.1845,1.76391
0.186,1.7752
0.1875,1.78643
0.189,1.79758
0.1905,1.80867
0.192,1.8197
0.1935,1.83065
0.195,1.84154
0.1965,1.85236
0.198,1.86311
0.1995,1.87379
0.201,1.8844
0.2025,1.89494
0.204,1.90542
0.2055,1.91582
0.207,1.92616
0.2085,1.93642
0.21,1.94661
0.2115,1.95673
0.213,1.96678
0.2145,1.97676
0.216,1.98667
0.2175,1.99651
0.219,2.00628
0.2205,2.01597
0.222,2.02559
0.2235,2.03514
0.225,2.04461
0.2265,2.05402
0.228,2.06334
0.2295,2.0726
0.231,2.08178
0.2325,2.09089
0.234,2.09993
0.2355,2.10889
0.237,2.11778
0.2385,2.12659
0.24,2.13533
0.2415,2.14399
0.243,2.15258
0.2445,2.16109
0.246,2.16953
0.2475,2.1779
0.249,2.18618
0.2505,2.1944
0.252,2.20253
0.2535,2.21059
0.255,2.21858
0.2565,2.22649
0.258,2.23432
0.2595,2.24208
0.261,2.24976
0.2625,2.25736
0.264,2.26489
0.2655,2.27234
0.267,2.27972
0.2685,2.28701
0.27,2.29423
0.2715,2.30138
0.273,2.30844
0.2745,2.31543
0.276,2.32235
0.2775,2.32918
0.279,2.33594
0.2805,2.34262
0.282,2.34922
0.2835,2.35575
0.285,2.36219
0.2865,2.36856
0.288,2.37486
0.2895,2.38107
0.291,2.38721
0.2925,2.39327
0.294,2.39925
0.2955,2.40515
0.297,2.41098
0.2985,2.41673
0.3,2.4224
0.3015,2.42799
0.303,2.43351
0.3045,2.43895
0.306,2.44431
0.3075,2.44959
0.309,2.45479
0.3105,2.45992
0.312,2.46497
0.3135,2.46994
0.315,2.47483
0.3165,2.47965
0.318,2.48439
0.3195,2.48905
0.321,2.49363
0.3225,2.49814
0.324,2.50257
0.3255,2.50692
0.327,2.5112
0.3285,2.51539
0.33,2.51951
0.3315,2.52356
0.333,2.52752
0.3345,2.53141
0.336,2.53523
0.3375,2.53896
0.339,2.54262
0.3405,2.54621
0.342,2.54971
0.3435,2.55314
0.345,2.5565
0.3465,2.55978
0.348,2.56298
0.3495,2.56611
0.351,2.56916
0.3525,2.57214
0.354,2.57504
0.3555,2.57786
0.357,2.58061
0.3585,2.58329
0.36,2.58589
0.3615,2.58841
0.363,2.59086
0.3645,2.59324
0.366,2.59554
0.3675,2.59777
0.369,2.59993
0.3705,2.60201
0.372,2.60402
0.3735,2.60595
0.375,2.60781
0.3765,2.6096
0.378,2.61132
0.3795,2.61296
0.381,2.61453
0.3825,2.61603
0.384,2.61746
0.3855,2.61881
0.387,2.6201
0.3885,2.62131
0.39,2.62245
0.3915,2.62352
0.393,2.62452
0.3945,2.62545
0.396,2.62631
0.3975,2.6271
0.399,2.62782
0.4005,2.62848
0.402,2.62906
0.4035,2.62957
0.405,2.63002
0.4065,2.63039
0.408,2.6307
0.4095,2.63094
0.411,2.63112
0.4125,2.63123
0.414,2.63127
0.4155,2.63124
0.417,2.63115
0.4185,2.63099
0.42,2.63076
0.4215,2.63047
0.423,2.63012
0.4245,2.6297
0.426,2.62922
0.4275,2.62867
0.429,2.62806
0.4305,2.62738
0.432,2.62664
0.4335,2.62584
0.435,2.62498
0.4365,2.62406
0.438,2.62307
0.4395,2.62202
0.441,2.62091
0.4425,2.61974
0.444,2.61851
0.4455,2.61722
0.447,2.61587
0.4485,2.61447
0.45,2.613
0.4515,2.61147
0.453,2.60989
0.4545,2.60825
0.456,2.60655
0.4575,2.6048
0.459,2.60299
0.4605,2.60112
0.462,2.5992
0.4635,2.59722
0.465,2.59519
0.4665,2.5931
0.468,2.59096
0.4695,2.58877
0.471,2.58652
0.4725,2.58423
0.474,2.58188
0.4755,2.57947
0.477,2.57702
0.4785,2.57451
0.48,2.57196
0.4815,2.56936
0.483,2.5667
0.4845,2.564
0.486,2.56125
0.4875,2.55845
0.489,2.5556
0.4905,2.55271
0.492,2.54977
0.4935,2.54679
0.495,2.54376
0.4965,2.54068
0.498,2.53756
0.4995,2.5344
0.501,2.53119
0.5025,2.52794
0.504,2.52465
0.5055,2.52131
0.507,2.51794
0.5085,2.51452
0.51,2.51107
0.5115,2.50757
0.513,2.50403
0.5145,2.50046
0.516,2.49685
0.5175,2.49319
0.519,2.48951
0.5205,2.48578
0.522,2.48202
0.5235,2.47822
0.525,2.47439
0.5265,2.47052
0.528,2.46662
0.5295,2.46268
0.531,2.45871
0.5325,2.4547
0.534,2.45067
0.5355,2.4466
0.537,2.4425
0.5385,2.43836
0.54,2.4342
0.5415,2.43001
0.543,2.42578
0.5445,2.42153
0.546,2.41724
0.5475,2.41293
0.549,2.40859
0.5505,2.40422
0.552,2.39982
0.5535,2.3954
0.555,2.39095
0.5565,2.38647
0.558,2.38197
0.5595,2.37744
0.561,2.37288
0.5625,2.3683
0.564,2.3637
0.5655,2.35907
0.567,2.35442
0.5685,2.34974
0.57,2.34505
0.5715,2.34033
0.573,2.33558
0.5745,2.33082
0.576,2.32603
0.5775,2.32122
0.579,2.31639
0.5805,2.31155
0.582,2.30668
0.5835,2.30179
0.585,2.29688
0.5865,2.29195
0.588,2.28701
0.5895,2.28204
0.591,2.27706
0.5925,2.27206
0.594,2.26705
0.5955,2.26201
0.597,2.25696
0.5985,2.2519
0.6,2.24681
0.6015,2.24172
0.603,2.2366
0.6045,2.23148
0.606,2.22633
0.6075,2.22118
0.609,2.21601
0.6105,2.21082
0.612,2.20562
0.6135,2.20041
0.615,2.19519
0.6165,2.18995
0.618,2.1847
0.6195,2.17944
0.621,2.17417
0.6225,2.16889
0.624,2.1636
0.6255,2.15829
0.627,2.15298
0.6285,2.14765
0.63,2.14232
0.6315,2.13698
0.633,2.13162
0.6345,2.12626
0.636,2.12089
0.6375,2.11551
0.639,2.11013
0.6405,2.10473
0.642,2.09933
0.6435,2.09392
0.645,2.08851
0.6465,2.08309
0.648,2.07766
0.6495,2.07222
0.651,2.06678
0.6525,2.06134
0.654,2.05588
0.6555,2.05043
0.657,2.04497
0.6585,2.0395
0.66,2.03403
0.6615,2.02855
0.663,2.02308
0.6645,2.01759
0.666,2.01211
0.6675,2.00662
0.669,2.00113
0.6705,1.99564
0.672,1.99014
0.6735,1.98464
0.675,1.97914
0.6765,1.97364
0.678,1.96814
0.6795,1.96263
0.681,1.95713
0.6825,1.95162
0.684,1.94612
0.6855,1.94061
0.687,1.93511
0.6885,1.9296
0.69,1.92409
0.6915,1.91859
0.693,1.91308
0.6945,1.90758
0.696,1.90208
0.6975,1.89658
0.699,1.89108
0.7005,1.88558
0.702,1.88008
0.7035,1.87459
0.705,1.8691
0.7065,1.86361
0.708,1.85813
0.7095,1.85265
0.711,1.84717
0.7125,1.84169
0.714,1.83622
0.7155,1.83076
0.717,1.82529
0.7185,1.81983
0.72,1.81438
0.7215,1.80893
0.723,1.80348
0.7245,1.79804
0.726,1.79261
0.7275,1.78718
0.729,1.78175
0.7305,1.77633
0.732,1.77092
0.7335,1.76551
0.735,1.76011
0.7365,1.75472
0.738,1.74933
0.7395,1.74395
0.741,1.73857
0.7425,1.73321
0.744,1.72785
0.7455,1.72249
0.747,1.71715
0.7485,1.71181
0.75,1.70648
0.7515,1.70116
0.753,1.69585
0.7545,1.69054
0.756,1.68524
0.7575,1.67995
0.759,1.67467
0.7605,1.6694
0.762,1.66414
0.7635,1.65889
0.765,1.65364
0.7665,1.64841
0.768,1.64319
0.7695,1.63797
0.771,1.63277
0.7725,1.62757
0.774,1.62238
0.7755,1.61721
0.777,1.61205
0.7785,1.60689
0.78,1.60175
0.7815,1.59661
0.783,1.59149
0.7845,1.58638
0.786,1.58128
0.7875,1.57619
0.789,1.57111
0.7905,1.56605
0.792,1.56099
0.7935,1.55595
0.795,1.55092
0.7965,1.5459
0.798,1.54089
0.7995,1.5359
0.801,1.53091
0.8025,1.52594
0.804,1.52098
0.8055,1.51604
0.807,1.5111
0.8085,1.50618
0.81,1.50127
0.8115,1.49638
0.813,1.4915
0.8145,1.48663
0.816,1.48177
0.8175,1.47693
0.819,1.4721
0.8205,1.46728
0.822,1.46248
0.8235,1.45769
0.825,1.45291
0.8265,1.44815
0.828,1.4434
0.8295,1.43867
0.831,1.43395
0.8325,1.42924
0.834,1.42455
0.8355,1.41987
0.837,1.41521
0.8385,1.41056
0.84,1.40592
0.8415,1.4013
0.843,1.3967
0.8445,1.3921
0.846,1.38753
0.8475,1.38297
0.849,1.37842
0.8505,1.37389
0.852,1.36937
0.8535,1.36486
0.855,1.36038
0.8565,1.3559
0.858,1.35145
0.8595,1.347
0.861,1.34257
0.8625,1.33816
0.864,1.33376
0.8655,1.32938
0.867,1.32502
0.8685,1.32066
0.87,1.31633
0.8715,1.31201
0.873,1.3077
0.8745,1.30341
0.876,1.29914
0.8775,1.29488
0.879,1.29064
0.8805,1.28641
0.882,1.2822
0.8835,1.27801
0.885,1.27383
0.8865,1.26966
0.888,1.26551
0.8895,1.26138
0.891,1.25726
0.8925,1.25316
0.894,1.24908
0.8955,1.24501
0.897,1.24095
0.8985,1.23692
0.9,1.2329
0.9015,1.22889
0.903,1.2249
0.9045,1.22093
0.906,1.21697
0.9075,1.21303
0.909,1.2091
0.9105,1.20519
0.912,1.2013
0.9135,1.19742
0.915,1.19356
0.9165,1.18971
0.918,1.18588
0.9195,1.18206
0.921,1.17827
0.9225,1.17448
0.924,1.17072
0.9255,1.16696
0.927,1.16323
0.9285,1.15951
0.93,1.15581
0.9315,1.15212
0.933,1.14845
0.9345,1.14479
0.936,1.14115
0.9375,1.13753
0.939,1.13392
0.9405,1.13033
0.942,1.12675
0.9435,1.12319
0.945,1.11964
0.9465,1.11611
0.948,1.11259
0.9495,1.10909
0.951,1.10561
0.9525,1.10214
0.954,1.09869
0.9555,1.09525
0.957,1.09183
0.9585,1.08842
0.96,1.08503
0.9615,1.08165
0.963,1.07829
0.9645,1.07494
0.966,1.07161
0.9675,1.06829
0.969,1.06499
0.9705,1.06171
0.972,1.05843
0.9735,1.05518
0.975,1.05193
0.9765,1.04871
0.978,1.04549
0.9795,1.04229
0.981,1.03911
0.9825,1.03594
0.984,1.03278
0.9855,1.02964
0.987,1.02652
0.9885,1.0234
0.99,1.0203
0.9915,1.01722
0.993,1.01415
0.9945,1.01109
0.996,1.00805
0.9975,1.00502
0.999,1.002
1.0005,0.999001
1.002,0.996012
1.0035,0.993037
1.005,0.990075
1.0065,0.987126
1.008,0.98419
1.0095,0.981267
1.011,0.978358
1.0125,0.975461
1.014,0.972577
1.0155,0.969706
1.017,0.966848
1.0185,0.964002
1.02,0.961169
1.0215,0.958348
1.023,0.95554
1.0245,0.952744
1.026,0.94996
1.0275,0.947188
1.029,0.944429
1.0305,0.941681
1.032,0.938946
1.0335,0.936222
1.035,0.933511
1.0365,0.930811
1.038,0.928122
1.0395,0.925446
1.041,0.922781
1.0425,0.920127
1.044,0.917485
1.0455,0.914854
1.047,0.912235
1.0485,0.909627
1.05,0.907029
1.0515,0.904444
1.053,0.901869
1.0545,0.899305
1.056,0.896752
1.0575,0.894209
1.059,0.891678
1.0605,0.889157
1.062,0.886647
1.0635,0.884148
1.065,0.881659
1.0665,0.879181
1.068,0.876713
1.0695,0.874256
1.071,0.871808
1.0725,0.869371
1.074,0.866945
1.0755,0.864528
1.077,0.862122
1.0785,0.859725
1.08,0.857339
1.0815,0.854962
1.083,0.852596
1.0845,0.850239
1.086,0.847892
1.0875,0.845554
1.089,0.843226
1.0905,0.840908
1.092,0.8386
1.0935,0.836301
1.095,0.834011
1.0965,0.831731
1.098,0.82946
1.0995,0.827198
1.101,0.824946
1.1025,0.822702
1.104,0.820468
1.1055,0.818243
1.107,0.816027
1.1085,0.81382
1.11,0.811622
1.1115,0.809433
1.113,0.807253
1.1145,0.805082
1.116,0.802919
1.1175,0.800765
1.119,0.798619
1.1205,0.796483
1.122,0.794354
1.1235,0.792235
1.125,0.790123
1.1265,0.788021
1.128,0.785926
1.1295,0.78384
1.131,0.781762
1.1325,0.779693
1.134,0.777632
1.1355,0.775578
1.137,0.773533
1.1385,0.771496
1.14,0.769468
1.1415,0.767447
1.143,0.765434
1.1445,0.763429
1.146,0.761431
1.1475,0.759442
1.149,0.75746
1.1505,0.755487
1.152,0.75352
1.1535,0.751562
1.155,0.749611
1.1565,0.747668
1.158,0.745732
1.1595,0.743804
1.161,0.741883
1.1625,0.73997
1.164,0.738064
1.1655,0.736165
1.167,0.734274
1.1685,0.73239
1.17,0.730514
1.1715,0.728644
1.173,0.726782
1.1745,0.724926
1.176,0.723078
1.1775,0.721237
1.179,0.719403
1.1805,0.717576
1.182,0.715756
1.1835,0.713943
1.185,0.712137
1.1865,0.710337
1.188,0.708544
1.1895,0.706759
1.191,0.704979
1.1925,0.703207
1.194,0.701441
1.1955,0.699682
1.197,0.69793
1.1985,0.696184
1.2,0.694444
1.2015,0.692712
1.203,0.690985
1.2045,0.689265
1.206,0.687552
1.2075,0.685845
1.209,0.684144
1.2105,0.682449
1.212,0.680761
1.2135,0.679079
1.215,0.677404
1.2165,0.675734
1.218,0.674071
1.2195,0.672413
1.221,0.670762
1.2225,0.669117
1.224,0.667478
1.2255,0.665845
1.227,0.664218
1.2285,0.662597
1.23,0.660982
1.2315,0.659373
1.233,0.65777
1.2345,0.656172
1.236,0.65458
1.2375,0.652995
1.239,0.651414
1.2405,0.64984
1.242,0.648271
1.2435,0.646708
1.245,0.645151
1.2465,0.643599
1.248,0.642053
1.2495,0.640512
1.251,0.638977
1.2525,0.637448
1.254,0.635924
1.2555,0.634405
1.257,0.632892
1.2585,0.631384
1.26,0.629882
1.2615,0.628385
1.263,0.626893
1.2645,0.625406
1.266,0.623925
1.2675,0.622449
1.269,0.620979
1.2705,0.619513
1.272,0.618053
1.2735,0.616598
1.275,0.615148
1.2765,0.613703
1.278,0.612263
1.2795,0.610829
1.281,0.609399
1.2825,0.607974
1.284,0.606555
1.2855,0.60514
1.287,0.60373
1.2885,0.602325
1.29,0.600925
1.2915,0.59953
1.293,0.59814
1.2945,0.596755
1.296,0.595374
1.2975,0.593998
1.299,0.592627
1.3005,0.591261
1.302,0.5899
1.3035,0.588543
1.305,0.58719
1.3065,0.585843
1.308,0.5845
1.3095,0.583162
1.311,0.581828
1.3125,0.580499
1.314,0.579174
1.3155,0.577854
1.317,0.576539
1.3185,0.575228
1.32,0.573921
1.3215,0.572619
1.323,0.571321
1.3245,0.570028
1.326,0.568739
1.3275,0.567454
1.329,0.566174
1.3305,0.564898
1.332,0.563627
1.3335,0.562359
1.335,0.561096
1.3365,0.559838
1.338,0.558583
1.3395,0.557333
1.341,0.556087
1.3425,0.554845
1.344,0.553607
1.3455,0.552373
1.347,0.551144
1.3485,0.549918
1.35,0.548697
1.3515,0.54748
1.353,0.546266
1.3545,0.545057
1.356,0.543852
1.3575,0.542651
1.359,0.541453
1.3605,0.54026
1.362,0.539071
1.3635,0.537885
1.365,0.536704
1.3665,0.535526
1.368,0.534352
1.3695,0.533183
1.371,0.532016
1.3725,0.530854
1.374,0.529696
1.3755,0.528541
1.377,0.52739
1.3785,0.526243
1.38,0.5251
1.3815,0.52396
1.383,0.522824
1.3845,0.521692
1.386,0.520563
1.3875,0.519438
1.389,0.518317
1.3905,0.517199
1.392,0.516085
1.3935,0.514975
1.395,0.513868
1.3965,0.512765
1.398,0.511665
1.3995,0.510569
1.401,0.509476
1.4025,0.508387
1.404,0.507301
1.4055,0.506219
1.407,0.50514
1.4085,0.504065
1.41,0.502993
1.4115,0.501924
1.413,0.500859
1.4145,0.499798
1.416,0.498739
1.4175,0.497684
1.419,0.496633
1.4205,0.495584
1.422,0.494539
1.4235,0.493498
1.425,0.492459
1.4265,0.491424
1.428,0.490392
1.4295,0.489364
1.431,0.488338
1.4325,0.487316
1.434,0.486297
1.4355,0.485281
1.437,0.484269
1.4385,0.483259
1.44,0.482253
1.4415,0.48125
1.443,0.48025
1.4445,0.479253
1.446,0.478259
1.4475,0.477269
1.449,0.476281
1.4505,0.475296
1.452,0.474315
1.4535,0.473336
1.455,0.472361
1.4565,0.471389
1.458,0.470419
1.4595,0.469453
1.461,0.468489
1.4625,0.467529
1.464,0.466571
1.4655,0.465616
1.467,0.464665
1.4685,0.463716
1.47,0.46277
1.4715,0.461827
1.473,0.460887
1.4745,0.45995
1.476,0.459015
1.4775,0.458084
1.479,0.457155
1.4805,0.456229
1.482,0.455306
1.4835,0.454386
1.485,0.453468
1.4865,0.452554
1.488,0.451642
1.4895,0.450733
1.491,0.449826
1.4925,0.448922
1.494,0.448021
1.4955,0.447123
1.497,0.446228
1.4985,0.445335
1.5,0.444444
